Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides B1,Peptides B2,Peptides B3,Peptides D1,Peptides D2,Peptides D3,Razor + unique peptides B1,Razor + unique peptides B2,Razor + unique peptides B3,Razor + unique peptides D1,Razor + unique peptides D2,Razor + unique peptides D3,Unique peptides B1,Unique peptides B2,Unique peptides B3,Unique peptides D1,Unique peptides D2,Unique peptides D3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type B1,Identification type B2,Identification type B3,Identification type D1,Identification type D2,Identification type D3,Sequence coverage B1 [%],Sequence coverage B2 [%],Sequence coverage B3 [%],Sequence coverage D1 [%],Sequence coverage D2 [%],Sequence coverage D3 [%],Intensity,Intensity B1,Intensity B2,Intensity B3,Intensity D1,Intensity D2,Intensity D3,LFQ intensity B1,LFQ intensity B2,LFQ intensity B3,LFQ intensity D1,LFQ intensity D2,LFQ intensity D3,MS/MS count B1,MS/MS count B2,MS/MS count B3,MS/MS count D1,MS/MS count D2,MS/MS count D3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
P08113,P08113,25,23,23,Endoplasmin,Hsp90b1,sp|P08113|ENPL_MOUSE Endoplasmin OS=Mus musculus OX=10090 GN=Hsp90b1 PE=1 SV=2,1,25,23,23,18,21,19,21,21,22,16,19,17,19,19,20,16,19,17,19,19,20,36.7,34.9,34.9,92.475,802,802,1,135,0,229.46,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,24.3,33,28.6,32.3,29.7,29.8,808200000,24081000,37915000,39417000,163200000,292450000,251140000,5940100,5092900,4976800,3875800,4268400,3628700,15,17,19,20,21,25,117,,,,255,1083;1433;1538;1635;1862;1863;2172;2276;2669;3133;3442;4265;4725;4809;5295;5820;5912;7242;7311;7312;8558;8851;8883;9555;9563,True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1123;1482;1593;1695;1933;1934;2255;2361;2764;3242;3563;4424;4908;4995;5499;6041;6139;7580;7653;7654;8938;8939;9245;9277;9987;9995,4321;4322;4323;4324;5661;5662;5663;5664;5665;5666;6150;6151;6152;6153;6154;6526;6527;6528;6529;6530;6531;7497;7498;7499;7500;7501;7502;7503;7504;7505;7506;7507;7508;8707;8708;9053;9054;9055;9056;9057;9058;10653;10654;10655;10656;10657;10658;10659;10660;10661;10662;10663;10664;12631;12632;12633;12634;12635;13873;13874;13875;13876;13877;17560;17561;17562;17563;19720;20081;20082;20083;20084;20085;20086;20087;20088;20089;20090;20091;20092;22221;22222;22223;22224;22225;22226;22227;24436;24437;24438;24439;24440;24873;24874;24875;24876;24877;24878;30937;30938;30939;30940;30941;30942;31245;31246;31247;31248;31249;31250;31251;31252;36326;36327;36328;36329;36330;36331;36332;36333;36334;36335;36336;36337;36338;36339;36340;36341;36342;36343;37599;37600;37601;37707;37708;37709;37710;37711;37712;40658;40659;40660;40682;40683;40684;40685;40686,3371;3372;3373;3374;4416;4417;4418;4419;4420;4421;4783;4784;4785;4786;5084;5085;5086;5087;5088;5089;5855;5856;5857;5858;5859;5860;5861;5862;5863;5864;5865;5866;5867;6773;6774;7066;7067;7068;7069;7070;7071;8341;8342;8343;8344;8345;8346;8347;8348;8349;8350;8351;8352;8353;8354;9924;9925;9926;10928;10929;10930;10931;10932;13944;13945;13946;13947;13948;13949;15670;15936;15937;15938;15939;15940;15941;17542;17543;17544;17545;17546;17547;19283;19284;19285;19286;19287;19649;19650;19651;19652;19653;19654;24533;24757;24758;24759;24760;24761;24762;24763;28395;28396;28397;28398;28399;28400;28401;28402;28403;28404;28405;28406;28407;29370;29443;29444;29445;29446;29447;29448;32097;32098;32099;32119;32120;32121;32122;32123;32124,3372;4418;4785;5088;5859;5866;6773;7071;8351;9926;10932;13945;15670;15941;17546;19283;19654;24533;24757;24761;28407;29370;29448;32099;32123,100;101,425;426,-1
P08207,P08207,1,1,1,Protein S100-A10,S100a10,sp|P08207|S10AA_MOUSE Protein S100-A10 OS=Mus musculus OX=10090 GN=S100a10 PE=1 SV=2,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,17.5,17.5,17.5,11.186,97,97,1,3,0,3.0918,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,17.5,17.5,17.5,2602500,0,0,0,948640,830730,823090,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,256,7587,TRUE,7942,32386;32387;32388,25634;25635;25636,25634,,,-1
P08228,P08228,7,7,7,Superoxide dismutase [Cu-Zn],Sod1,sp|P08228|SODC_MOUSE Superoxide dismutase [Cu-Zn] OS=Mus musculus OX=10090 GN=Sod1 PE=1 SV=2,1,7,7,7,5,4,5,7,7,7,5,4,5,7,7,7,5,4,5,7,7,7,52.6,52.6,52.6,15.942,154,154,1,44,0,67.845,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,29.9,28.6,37,52.6,52.6,52.6,1059100000,5275100,4332500,8273300,288610000,355380000,397190000,3983500,2368800,2846000,13229000,13475000,15233000,3,3,4,9,11,9,39,,,,257,1022;2890;3874;3875;4960;9831;10486,True;True;True;True;True;True;True,1061;2992;4018;4019;5149;10276;10277;10959,4087;4088;4089;4090;4091;4092;11574;11575;11576;15817;15818;15819;15820;15821;15822;15823;15824;15825;15826;15827;15828;15829;15830;15831;20734;20735;20736;20737;41957;41958;41959;41960;41961;41962;41963;41964;41965;41966;41967;44919;44920;44921;44922;44923,3211;3212;3213;3214;3215;3216;9091;9092;9093;12520;12521;12522;12523;12524;12525;12526;12527;12528;12529;12530;12531;12532;12533;16449;16450;16451;33244;33245;33246;33247;33248;33249;33250;33251;33252;35681;35682;35683;35684,3216;9093;12523;12530;16451;33250;35682,102,118,-1
P08249,P08249,9,9,9,"Malate dehydrogenase, mitochondrial",Mdh2,"sp|P08249|MDHM_MOUSE Malate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Mdh2 PE=1 SV=3",1,9,9,9,5,6,6,8,9,9,5,6,6,8,9,9,5,6,6,8,9,9,35.5,35.5,35.5,35.611,338,338,1,50,0,135.51,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,21.6,27.2,27.2,33.4,35.5,35.5,463620000,3048200,7875000,9453400,133630000,140900000,168710000,1431200,1397100,1608400,3174300,2893000,3404700,3,4,5,11,8,11,42,,,,258,203;561;4063;4656;6728;6968;10190;10212;10711,True;True;True;True;True;True;True;True;True,210;211;584;4217;4838;6989;7263;7264;10651;10675;11203,811;812;813;814;815;816;817;818;819;820;821;822;2217;2218;2219;16645;16646;16647;16648;16649;16650;19433;19434;28380;28381;28382;28383;28384;28385;29363;29364;29365;29366;29367;29368;29369;43546;43547;43548;43549;43550;43687;43688;43689;43690;43691;43692;45965;45966;45967,639;640;641;642;643;644;645;646;647;1735;1736;13203;13204;13205;13206;13207;13208;15453;22331;22332;23024;23025;23026;23027;23028;23029;23030;34549;34550;34551;34552;34553;34691;34692;34693;34694;34695;34696;34697;36447;36448;36449,644;1735;13208;15453;22331;23030;34551;34693;36447,103;104,251;315,-1
Q61411;P32883;P08556,Q61411;P32883;P08556,1;1;1,1;1;1,1;1;1,"GTPase HRas;GTPase HRas, N-terminally processed;GTPase KRas;GTPase KRas, N-terminally processed;GTPase NRas",Hras;Kras;Nras,sp|Q61411|RASH_MOUSE GTPase HRas OS=Mus musculus OX=10090 GN=Hras PE=1 SV=2;sp|P32883|RASK_MOUSE GTPase KRas OS=Mus musculus OX=10090 GN=Kras PE=1 SV=1;sp|P08556|RASN_MOUSE GTPase NRas OS=Mus musculus OX=10090 GN=Nras PE=1 SV=1,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,13.8,13.8,13.8,21.298,189,189;189;189,1,1,0,11.018,,,,,,By MS/MS,0,0,0,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,259,8638,TRUE,9024,36738,28680,28680,,,-1;-1;-1
P08775,P08775,1,1,1,DNA-directed RNA polymerase II subunit RPB1,Polr2a,sp|P08775|RPB1_MOUSE DNA-directed RNA polymerase II subunit RPB1 OS=Mus musculus OX=10090 GN=Polr2a PE=1 SV=3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0.8,0.8,0.8,217.17,1970,1970,1,3,0,33.918,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,0.8,0.8,0.8,3439100,0,0,0,887720,1084600,1466800,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,260,6625,TRUE,6881,27934;27935;27936,21994;21995;21996,21994,,,-1
P09041,P09041,4,1,1,Phosphoglycerate kinase 2,Pgk2,sp|P09041|PGK2_MOUSE Phosphoglycerate kinase 2 OS=Mus musculus OX=10090 GN=Pgk2 PE=1 SV=4,1,4,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,12.5,2.6,2.6,44.852,417,417,1,6,0.0078616,1.6518,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,12.5,12.5,12.5,12.5,12.5,12.5,24518000,416090,669030,848800,5378000,9940500,7265600,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,261,5742;8996;10211;10859,False;True;False;False,5961;9395;10673;10674;11354,24098;24099;24100;24101;24102;24103;24104;24105;24106;24107;24108;24109;24110;24111;24112;38195;38196;38197;38198;38199;38200;43675;43676;43677;43678;43679;43680;43681;43682;43683;43684;43685;43686;46522;46523;46524;46525;46526;46527,19010;19011;19012;19013;19014;19015;19016;19017;19018;19019;29815;29816;29817;34683;34684;34685;34686;34687;34688;34689;34690;36879;36880;36881;36882;36883;36884,19018;29815;34684;36884,105,29,-1
P09055,P09055,3,3,3,Integrin beta-1,Itgb1,sp|P09055|ITB1_MOUSE Integrin beta-1 OS=Mus musculus OX=10090 GN=Itgb1 PE=1 SV=1,1,3,3,3,0,0,1,3,3,3,0,0,1,3,3,3,0,0,1,3,3,3,5.8,5.8,5.8,88.231,798,798,1,10,0,14.372,,,By matching,By MS/MS,By MS/MS,By MS/MS,0,0,2.1,5.8,5.8,5.8,12104000,0,0,105820,1543000,5806200,4648500,0,0,0,164310,210010,173160,0,0,0,2,2,2,6,,,,262,2910;6200;6587,True;True;True,3012;6436;6842,11652;11653;11654;26118;26119;26120;27787;27788;27789;27790,9142;9143;9144;20590;21883;21884;21885,9142;20590;21884,,,-1
P09103,P09103,26,26,26,Protein disulfide-isomerase,P4hb,sp|P09103|PDIA1_MOUSE Protein disulfide-isomerase OS=Mus musculus OX=10090 GN=P4hb PE=1 SV=2,1,26,26,26,11,13,11,24,22,25,11,13,11,24,22,25,11,13,11,24,22,25,41.3,41.3,41.3,57.058,509,509,1,126,0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,23,29.5,24.6,41.1,40.9,41.1,1883300000,7502400,11064000,9377000,665010000,457810000,732570000,2782700,2045000,2009300,11729000,6860300,10454000,9,9,7,29,24,31,109,,,,263,1038;1418;1419;1764;2321;2322;3746;4061;4282;4306;4307;4319;4857;5279;5748;7350;7351;7841;9066;9652;10202;10435;10645;10646;11300;11426,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1078;1467;1468;1829;2408;2409;3885;4215;4441;4466;4467;4479;5043;5483;5967;7697;7698;8202;9472;10091;10664;10904;11127;11128;11809;11942,4141;4142;5608;5609;5610;5611;5612;5613;7090;7091;7092;9251;9252;9253;9254;15238;15239;15240;16636;16637;16638;17634;17635;17636;17637;17638;17728;17729;17730;17731;17732;17733;17734;17735;17736;17776;17777;17778;17779;17780;17781;17782;17783;17784;17785;20267;22149;22150;22151;22152;22153;22154;22155;22156;22157;22158;22159;24135;24136;24137;24138;24139;24140;24141;24142;24143;31417;31418;31419;31420;31421;31422;31423;31424;31425;33477;33478;33479;33480;33481;38460;38461;38462;41054;41055;41056;41057;41058;41059;41060;41061;43597;43598;43599;43600;43601;43602;44657;44658;44659;44660;44661;44662;45641;45642;45643;45644;45645;45646;45647;45648;45649;45650;48492;48493;48494;48495;48496;48497;49049;49050;49051;49052;49053;49054;49055,3251;3252;4373;4374;4375;4376;5532;5533;5534;7221;7222;12060;12061;12062;13199;13200;13201;13999;14000;14001;14070;14071;14072;14073;14074;14075;14076;14077;14078;14107;14108;14109;14110;14111;14112;14113;14114;16077;17489;17490;17491;17492;17493;17494;17495;17496;17497;17498;19037;19038;19039;19040;19041;19042;19043;19044;19045;19046;24871;24872;24873;24874;24875;24876;24877;24878;26408;26409;30022;30023;30024;32443;32444;32445;32446;32447;32448;32449;32450;32451;32452;32453;34594;34595;34596;34597;34598;34599;35464;35465;35466;35467;35468;35469;36214;36215;36216;36217;36218;38404;38405;38406;38407;38850;38851;38852;38853;38854;38855,3251;4374;4376;5534;7221;7222;12060;13199;14001;14073;14078;14112;16077;17495;19042;24873;24878;26409;30022;32451;34598;35469;36216;36218;38407;38854,106,358,-1
P09405,P09405,5,5,5,Nucleolin,Ncl,sp|P09405|NUCL_MOUSE Nucleolin OS=Mus musculus OX=10090 GN=Ncl PE=1 SV=2,1,5,5,5,3,4,5,5,5,5,3,4,5,5,5,5,3,4,5,5,5,5,9.3,9.3,9.3,76.722,707,707,1,27,0,17.325,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.2,7.5,9.3,9.3,9.3,9.3,106350000,1111500,2104100,2185000,29840000,29161000,41945000,787220,838960,768840,1481400,1183700,1482800,1,2,1,5,3,5,17,,,,264,769;2144;2941;4869;9817,True;True;True;True;True,799;2224;3043;5055;10261,3030;3031;3032;3033;3034;3035;8580;8581;8582;8583;8584;11781;11782;11783;11784;11785;11786;20307;20308;20309;20310;20311;20312;41911;41912;41913;41914,2360;2361;2362;2363;2364;6679;6680;6681;9246;9247;9248;16107;16108;16109;16110;33207;33208,2363;6681;9248;16109;33208,,,-1
P09411,P09411,18,18,15,Phosphoglycerate kinase 1,Pgk1,sp|P09411|PGK1_MOUSE Phosphoglycerate kinase 1 OS=Mus musculus OX=10090 GN=Pgk1 PE=1 SV=4,1,18,18,15,11,17,16,16,17,17,11,17,16,16,17,17,8,14,13,13,14,14,50.1,50.1,44.6,44.55,417,417,1,132,0,294.05,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,35.5,46.3,44.4,44.4,46.3,48.2,2094200000,22802000,52679000,64966000,557740000,624120000,771920000,11184000,9410000,10387000,12511000,11266000,12823000,7,13,11,20,22,27,100,,,,265,297;415;4520;4521;4652;4840;5742;6720;8993;9004;9409;9410;10126;10211;10616;10859;11074;11459,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,306;307;431;4693;4694;4834;5026;5961;6980;9392;9403;9404;9828;9829;9830;10586;10673;10674;11096;11097;11354;11572;11975,1189;1190;1191;1192;1193;1194;1195;1196;1689;1690;1691;1692;1693;1694;1695;1696;1697;1698;18797;18798;18799;18800;18801;18802;18803;19408;19409;19410;19411;19412;19413;19414;19415;19416;19417;19418;19419;20218;20219;24098;24099;24100;24101;24102;24103;24104;24105;24106;24107;24108;24109;24110;24111;24112;28333;28334;28335;28336;28337;28338;38181;38182;38183;38184;38185;38186;38227;38228;38229;38230;38231;38232;38233;40062;40063;40064;40065;40066;40067;40068;40069;40070;40071;40072;40073;40074;40075;43168;43169;43170;43171;43172;43675;43676;43677;43678;43679;43680;43681;43682;43683;43684;43685;43686;45505;45506;45507;45508;45509;45510;45511;45512;45513;45514;45515;46522;46523;46524;46525;46526;46527;47405;47406;47407;47408;47409;49191;49192;49193;49194;49195;49196,933;934;935;936;937;938;939;940;941;1323;1324;1325;1326;1327;1328;1329;1330;1331;1332;14956;14957;14958;15434;15435;15436;15437;15438;15439;15440;15441;16037;16038;19010;19011;19012;19013;19014;19015;19016;19017;19018;19019;22294;22295;22296;22297;22298;22299;29805;29806;29807;29833;29834;29835;29836;31593;31594;31595;31596;31597;31598;31599;34210;34211;34683;34684;34685;34686;34687;34688;34689;34690;36112;36113;36114;36115;36116;36117;36118;36119;36120;36121;36122;36123;36879;36880;36881;36882;36883;36884;37493;37494;37495;37496;37497;37498;37499;38960;38961;38962,941;1330;14957;14958;15441;16038;19018;22297;29806;29833;31594;31598;34211;34684;36121;36884;37498;38960,105;107;108;109;110;111,29;61;176;240;251;356,-1
P09450,P09450,1,1,1,Transcription factor jun-B,Junb,sp|P09450|JUNB_MOUSE Transcription factor jun-B OS=Mus musculus OX=10090 GN=Junb PE=1 SV=1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,4.1,4.1,4.1,35.765,344,344,1,2,0.0074803,1.6616,,,,,By matching,By MS/MS,0,0,0,0,4.1,4.1,2724200,0,0,0,0,1253000,1471200,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,266,147,TRUE,151,568;569,454,454,,,-1
P09528,P09528,4,4,4,"Ferritin heavy chain;Ferritin heavy chain, N-terminally processed",Fth1,sp|P09528|FRIH_MOUSE Ferritin heavy chain OS=Mus musculus OX=10090 GN=Fth1 PE=1 SV=2,1,4,4,4,3,3,2,4,4,3,3,3,2,4,4,3,3,3,2,4,4,3,17.6,17.6,17.6,21.066,182,182,1,28,0,20.91,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,14.8,13.7,13.7,17.6,17.6,12.1,44848000,221440,555650,547640,12681000,13607000,17235000,693420,397000,279930,1328800,958830,1041800,0,1,0,5,6,5,17,,,,267,1837;4071;11211;11212,True;True;True;True,1906;4225;11713;11714,7393;7394;7395;7396;7397;16680;16681;16682;16683;48078;48079;48080;48081;48082;48083;48084;48085;48086;48087;48088;48089;48090;48091;48092;48093;48094;48095;48096,5776;13231;13232;13233;38073;38074;38075;38076;38077;38078;38079;38080;38081;38082;38083;38084;38085,5776;13233;38076;38085,,,-1
P09671,P09671,5,5,5,"Superoxide dismutase [Mn], mitochondrial",Sod2,"sp|P09671|SODM_MOUSE Superoxide dismutase [Mn], mitochondrial OS=Mus musculus OX=10090 GN=Sod2 PE=1 SV=3",1,5,5,5,1,3,3,5,4,5,1,3,3,5,4,5,1,3,3,5,4,5,26.6,26.6,26.6,24.603,222,222,1,21,0,70.662,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.8,17.1,17.1,26.6,22.5,26.6,88736000,0,1021700,934880,29223000,23343000,34214000,0,490120,442410,830660,725120,832100,1,1,2,6,4,5,19,,,,268,346;2903;2919;3615;3616,True;True;True;True;True,359;3005;3021;3744;3745,1408;1409;1410;11618;11619;11620;11621;11622;11689;11690;11691;11692;14627;14628;14629;14630;14631;14632;14633;14634;14635,1120;1121;1122;9123;9124;9125;9126;9173;9174;9175;11575;11576;11577;11578;11579;11580;11581;11582;11583,1122;9126;9174;11579;11582,,,-1
P09926,P09926,1,1,1,Surfeit locus protein 2,Surf2,sp|P09926|SURF2_MOUSE Surfeit locus protein 2 OS=Mus musculus OX=10090 GN=Surf2 PE=1 SV=1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,8.6,8.6,8.6,30.355,257,257,1,3,0,4.0718,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,8.6,8.6,8.6,2480500,0,0,0,728850,908180,843480,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,269,6677,TRUE,6934,28174;28175;28176,22169;22170;22171,22169,,,-1
P0C090,P0C090,2,2,2,Roquin-2,Rc3h2,sp|P0C090|RC3H2_MOUSE Roquin-2 OS=Mus musculus OX=10090 GN=Rc3h2 PE=1 SV=1,1,2,2,2,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,2,1.5,1.5,1.5,131.29,1187,1187,1,3,0.0012876,2.1939,,,,By MS/MS,,By MS/MS,0,0,0,0.8,0,1.5,1612600,0,0,0,559980,0,1052600,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,270,3721;8563,True;True,3857;8944,15127;15128;36355,11966;28415,11966;28415,,,-1
Q3THW5;P0C0S6,Q3THW5;P0C0S6,3;3,1;1,1;1,Histone H2A.V;Histone H2A.Z,H2afv;H2afz,sp|Q3THW5|H2AV_MOUSE Histone H2A.V OS=Mus musculus OX=10090 GN=H2az2 PE=1 SV=3;sp|P0C0S6|H2AZ_MOUSE Histone H2A.Z OS=Mus musculus OX=10090 GN=H2az1 PE=1 SV=2,2,3,1,1,2,2,1,3,3,3,1,1,0,1,1,1,1,1,0,1,1,1,20.3,13.3,13.3,13.509,128,128;128,1,5,0.003687,1.8737,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,20.3,20.3,7,20.3,20.3,20.3,8803000,116650,0,0,3670100,1313200,3703100,0,0,0,0,0,0,0,1,0,1,1,1,4,,,,271,239;3709;3710,False;False;True,247;3845;3846,951;952;953;954;955;956;15075;15076;15077;15078;15079;15080;15081;15082,740;741;742;743;744;745;11931;11932;11933;11934;11935;11936;11937;11938,743;11931;11936,,,-1;-1
P0C7L0,P0C7L0,4,4,4,WAS/WASL-interacting protein family member 3,Wipf3,sp|P0C7L0|WIPF3_MOUSE WAS/WASL-interacting protein family member 3 OS=Mus musculus OX=10090 GN=Wipf3 PE=1 SV=1,1,4,4,4,0,0,0,3,4,3,0,0,0,3,4,3,0,0,0,3,4,3,17.7,17.7,17.7,49.452,485,485,1,10,0,8.4406,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,8.9,17.7,8.9,44833000,0,0,0,11693000,16318000,16822000,0,0,0,855460,844260,779540,0,0,0,2,6,1,9,,,,272,336;487;5791;7173,True;True;True;True,349;505;6012;7507,1380;1381;1382;1942;1943;1944;24340;30630;30631;30632,1096;1097;1098;1521;1522;19201;19202;24298;24299,1097;1521;19201;24299,,,-1
P0C7N9,P0C7N9,1,1,1,Proteasome assembly chaperone 4,Psmg4,sp|P0C7N9|PSMG4_MOUSE Proteasome assembly chaperone 4 OS=Mus musculus OX=10090 GN=Psmg4 PE=1 SV=1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,12.2,12.2,12.2,13.974,123,123,1,2,0,3.9891,,,,By MS/MS,,By MS/MS,0,0,0,12.2,0,12.2,3991300,0,0,0,1657800,0,2333500,0,0,0,0,0,0,0,0,0,1,0,1,2,,,,273,0,TRUE,0,0;1,0;1,0,,,-1
P0CG14,P0CG14,2,2,2,Chromosome transmission fidelity protein 8 homolog isoform 2,Chtf8,sp|P0CG14|DERPC_MOUSE Decreased expression in renal and prostate cancer protein OS=Mus musculus OX=10090 GN=Derpc PE=1 SV=1,1,2,2,2,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,1,2,2,7.1,7.1,7.1,52.244,533,533,1,5,0,8.9855,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,2.1,7.1,7.1,20367000,0,0,0,3182300,7835100,9350000,0,0,0,0,365280,419840,0,0,0,1,2,3,6,,,,274,268;9256,True;True,276;9670,1074;1075;39180;39181;39182,843;844;845;30597;30598;30599,845;30597,,,-1
P0CG50;P0CG49;P62983;P62984,P0CG50;P0CG49;P62983;P62984,5;5;5;5,5;5;5;5,5;5;5;5,Polyubiquitin-C;Ubiquitin;Ubiquitin-related 1;Ubiquitin-related 2;Polyubiquitin-B;Ubiquitin;Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40,Ubc;Ubb;Rps27a;Uba52,sp|P0CG50|UBC_MOUSE Polyubiquitin-C OS=Mus musculus OX=10090 GN=Ubc PE=1 SV=2;sp|P0CG49|UBB_MOUSE Polyubiquitin-B OS=Mus musculus OX=10090 GN=Ubb PE=2 SV=1;sp|P62983|RS27A_MOUSE Ubiquitin-40S ribosomal protein S27a OS=Mus musculus OX=10090 GN=Rps27a PE=1 S,4,5,5,5,2,4,3,4,5,4,2,4,3,4,5,4,2,4,3,4,5,4,57.6,57.6,57.6,82.549,734,734;305;156;128,1,24,0,22.781,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,27,38,38,38,57.6,57.6,668470000,5917900,20031000,19176000,218880000,200880000,203590000,8542900,7490600,8658500,15055000,12490000,13391000,2,3,5,7,6,6,29,,,,275,2121;4497;9703;9804;9805,True;True;True;True;True,2199;4669;10144;10248;10249,8482;8483;8484;8485;8486;8487;8488;8489;18691;18692;18693;18694;18695;18696;41446;41447;41856;41857;41858;41859;41860;41861;41862;41863,6603;6604;6605;6606;6607;6608;6609;6610;14871;14872;14873;14874;14875;14876;14877;14878;14879;14880;14881;14882;14883;32827;33158;33159;33160;33161;33162;33163;33164,6605;14876;32827;33158;33162,,,-1;-1;-1;-1
P0DP28;P0DP27;P0DP26,P0DP28;P0DP27;P0DP26,2;2;2,2;2;2,2;2;2,,,sp|P0DP28|CALM3_MOUSE Calmodulin-3 OS=Mus musculus OX=10090 GN=Calm3 PE=1 SV=1;sp|P0DP27|CALM2_MOUSE Calmodulin-2 OS=Mus musculus OX=10090 GN=Calm2 PE=1 SV=1;sp|P0DP26|CALM1_MOUSE Calmodulin-1 OS=Mus musculus OX=10090 GN=Calm1 PE=1 SV=1,3,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,20.1,20.1,20.1,16.837,149,149;149;149,1,9,0,85.253,By matching,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,11.4,11.4,11.4,20.1,20.1,20.1,34412000,397510,455450,423850,12152000,4078400,16906000,0,0,0,667630,0,760740,0,0,0,3,2,2,7,,,,276,101;1440,True;True,104;1489,389;390;391;5692;5693;5694;5695;5696;5697,309;310;311;312;4443;4444;4445,310;4445,,,-1;-1;-1
