Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides B1,Peptides B2,Peptides B3,Peptides D1,Peptides D2,Peptides D3,Razor + unique peptides B1,Razor + unique peptides B2,Razor + unique peptides B3,Razor + unique peptides D1,Razor + unique peptides D2,Razor + unique peptides D3,Unique peptides B1,Unique peptides B2,Unique peptides B3,Unique peptides D1,Unique peptides D2,Unique peptides D3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type B1,Identification type B2,Identification type B3,Identification type D1,Identification type D2,Identification type D3,Sequence coverage B1 [%],Sequence coverage B2 [%],Sequence coverage B3 [%],Sequence coverage D1 [%],Sequence coverage D2 [%],Sequence coverage D3 [%],Intensity,Intensity B1,Intensity B2,Intensity B3,Intensity D1,Intensity D2,Intensity D3,LFQ intensity B1,LFQ intensity B2,LFQ intensity B3,LFQ intensity D1,LFQ intensity D2,LFQ intensity D3,MS/MS count B1,MS/MS count B2,MS/MS count B3,MS/MS count D1,MS/MS count D2,MS/MS count D3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
Q8K183,Q8K183,4,4,4,Pyridoxal kinase,Pdxk,sp|Q8K183|PDXK_MOUSE Pyridoxal kinase OS=Mus musculus OX=10090 GN=Pdxk PE=1 SV=1,1,4,4,4,2,2,2,2,3,3,2,2,2,2,3,3,2,2,2,2,3,3,16.7,16.7,16.7,35.015,312,312,1,14,0,9.0551,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7.1,7.1,7.1,7.1,11.2,12.5,76657000,3417400,4389200,2103700,19571000,19509000,27666000,0,2808600,0,3445700,3685500,3492000,1,2,1,1,2,2,9,,,,1479,112;1077;8828;10227,True;True;True;True,118;1131;9279;10750,564;5233;45701;45702;45703;45704;45705;45706;53291;53292;53293;53294;53295;53296,448;4007;34308;40538;40539;40540;40541;40542;40543,448;4007;34308;40543,,,10090
Q8K1J5,Q8K1J5,1,1,1,Protein SDE2 homolog,Sde2,sp|Q8K1J5|SDE2_MOUSE Replication stress response regulator SDE2 OS=Mus musculus OX=10090 GN=Sde2 PE=1 SV=1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,2.9,2.9,2.9,48.58,448,448,1,3,0.0010672,3.0742,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,2.9,2.9,2.9,6742700,0,0,0,2798700,1724800,2219200,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,1480,1758,TRUE,1843,8581;8582;8583,6509;6510;6511,6510,,,10090
Q8K1J6,Q8K1J6,6,6,6,"CCA tRNA nucleotidyltransferase 1, mitochondrial",Trnt1,"sp|Q8K1J6|TRNT1_MOUSE CCA tRNA nucleotidyltransferase 1, mitochondrial OS=Mus musculus OX=10090 GN=Trnt1 PE=1 SV=1",1,6,6,6,4,6,5,5,5,4,4,6,5,5,5,4,4,6,5,5,5,4,16.6,16.6,16.6,49.895,434,434,1,30,0,31.823,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,11.1,16.6,13.8,13.8,13.8,11.1,33778000,1922700,6021400,2300500,8878600,9626600,5027800,1393200,1369700,1773400,879810,1084100,755220,3,5,3,4,2,3,20,,,,1481,1616;3312;4336;4495;5637;7322,True;True;True;True;True;True,1692;3454;4531;4698;5894;7713,7851;7852;7853;7854;7855;7856;16289;16290;16291;16292;16293;21982;21983;21984;21985;21986;21987;22865;22866;22867;22868;22869;22870;29048;38198;38199;38200;38201;38202;38203,5964;5965;5966;5967;5968;5969;12294;12295;12296;16762;17451;17452;17453;17454;17455;22030;29019;29020;29021;29022;29023;29024,5968;12295;16762;17454;22030;29024,,,10090
Q8K1M6,Q8K1M6,10,10,10,Dynamin-1-like protein,Dnm1l,sp|Q8K1M6|DNM1L_MOUSE Dynamin-1-like protein OS=Mus musculus OX=10090 GN=Dnm1l PE=1 SV=2,1,10,10,10,9,9,7,8,9,10,9,9,7,8,9,10,9,9,7,8,9,10,15.2,15.2,15.2,82.657,742,742,1,62,0,39.292,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,13.9,13.9,10.6,12.4,14.2,15.2,144230000,8974500,9117100,4060900,37709000,37325000,47046000,1553800,1463100,1410700,1875900,1898700,1851700,8,9,3,9,10,12,51,,,,1482,483;2866;3268;5576;5959;7010;8047;8141;8142;9043,True;True;True;True;True;True;True;True;True;True,508;2988;3409;5833;6229;6230;7381;8458;8556;8557;9502,2346;2347;2348;2349;2350;14020;14021;14022;14023;14024;14025;16063;16064;16065;28785;28786;28787;28788;28789;30741;30742;30743;30744;30745;30746;30747;30748;30749;30750;36524;36525;36526;36527;36528;36529;41880;41881;41882;41883;42345;42346;42347;42348;42349;42350;42351;42352;42353;42354;42355;42356;42357;42358;42359;42360;42361;42362;47032;47033;47034;47035;47036,1801;1802;1803;1804;10534;10535;10536;10537;10538;12107;12108;12109;21820;21821;21822;21823;21824;23275;23276;23277;23278;23279;23280;27762;27763;27764;27765;27766;27767;31493;31494;31495;31827;31828;31829;31830;31831;31832;31833;31834;31835;31836;31837;31838;31839;31840;35650;35651;35652;35653;35654,1803;10536;12108;21823;23278;27763;31493;31830;31832;35651,628,300,10090
Q8K1R7,Q8K1R7,2,2,2,Serine/threonine-protein kinase Nek9,Nek9,sp|Q8K1R7|NEK9_MOUSE Serine/threonine-protein kinase Nek9 OS=Mus musculus OX=10090 GN=Nek9 PE=1 SV=2,1,2,2,2,1,1,0,2,2,2,1,1,0,2,2,2,1,1,0,2,2,2,3.5,3.5,3.5,107.14,984,984,1,8,0,3.3757,By MS/MS,By matching,,By MS/MS,By MS/MS,By matching,1.5,1.5,0,3.5,3.5,3.5,4780600,408490,349380,0,547040,1357200,2118500,0,0,0,0,184710,201080,1,0,0,1,2,0,4,,,,1483,5577;8959,True;True,5834;9416,28790;28791;28792;46301;46302;46303;46304;46305,21825;34752;34753;34754,21825;34754,,,10090
Q8K1X1,Q8K1X1,1,1,1,WD repeat-containing protein 11,Wdr11,sp|Q8K1X1|WDR11_MOUSE WD repeat-containing protein 11 OS=Mus musculus OX=10090 GN=Wdr11 PE=1 SV=1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1.9,1.9,1.9,135.94,1223,1223,1,2,0.0010593,3.0282,By MS/MS,,By matching,,,,1.9,0,1.9,0,0,0,782480,515100,0,267370,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,1484,1571,TRUE,1645,7611;7612,5807,5807,,,10090
Q8K1Z0,Q8K1Z0,1,1,1,"Ubiquinone biosynthesis protein COQ9, mitochondrial",Coq9,"sp|Q8K1Z0|COQ9_MOUSE Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Mus musculus OX=10090 GN=Coq9 PE=1 SV=1",1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6.7,6.7,6.7,35.082,313,313,1,1,0.0094991,1.6734,,,,,By MS/MS,,0,0,0,0,6.7,0,1240000,0,0,0,0,1240000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,1485,10996,TRUE,11546,57370,43634,43634,,,10090
Q8K224,Q8K224,2,2,2,N-acetyltransferase 10,Nat10,sp|Q8K224|NAT10_MOUSE RNA cytidine acetyltransferase OS=Mus musculus OX=10090 GN=Nat10 PE=1 SV=1,1,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2.3,2.3,2.3,115.42,1024,1024,1,14,0.0010363,2.8268,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.3,1.2,2.3,1.2,2.3,2.3,24633000,1627100,100420,418190,7102600,7229100,8155000,952190,0,0,0,1227400,1015600,1,0,0,1,1,1,4,,,,1486,9406;10968,True;True,9888;11518,48989;48990;48991;48992;48993;48994;48995;48996;48997;57215;57216;57217;57218;57219,37237;37238;37239;43516,37238;43516,,,10090
Q8K248,Q8K248,1,1,1,4-hydroxyphenylpyruvate dioxygenase-like protein,Hpdl,sp|Q8K248|HPDL_MOUSE 4-hydroxyphenylpyruvate dioxygenase-like protein OS=Mus musculus OX=10090 GN=Hpdl PE=2 SV=1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,2.7,2.7,2.7,39.909,371,371,1,3,0.00098912,2.4862,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,2.7,2.7,2.7,1090800,0,0,0,492730,598070,0,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,1487,9906,TRUE,10411,51552;51553;51554,39198;39199;39200,39200,,,10090
Q8K268,Q8K268,2,2,2,ATP-binding cassette sub-family F member 3,Abcf3,sp|Q8K268|ABCF3_MOUSE ATP-binding cassette sub-family F member 3 OS=Mus musculus OX=10090 GN=Abcf3 PE=1 SV=1,1,2,2,2,0,1,1,2,1,2,0,1,1,2,1,2,0,1,1,2,1,2,2.7,2.7,2.7,79.864,709,709,1,10,0,5.0637,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,1.4,1.4,2.7,1.4,2.7,13087000,0,95299,75618,6132800,1092100,5691000,0,0,0,989750,0,747940,0,0,0,2,1,3,6,,,,1488,5958;7498,True;True,6227;6228;7896,30733;30734;30735;30736;30737;30738;30739;30740;39116;39117,23271;23272;23273;23274;29647;29648,23272;29648,629,539,10090
Q8K296,Q8K296,1,1,1,Myotubularin-related protein 3,Mtmr3,sp|Q8K296|MTMR3_MOUSE Myotubularin-related protein 3 OS=Mus musculus OX=10090 GN=Mtmr3 PE=1 SV=2,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1.1,1.1,1.1,133.84,1196,1196,1,3,0.0044543,1.8196,,,,By MS/MS,By matching,By matching,0,0,0,1.1,1.1,1.1,1911400,0,0,0,577990,418750,914640,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,1489,8291,TRUE,8716,43177;43178;43179,32404,32404,,,10090
Q8K297,Q8K297,4,4,4,Procollagen galactosyltransferase 1,Colgalt1,sp|Q8K297|GT251_MOUSE Procollagen galactosyltransferase 1 OS=Mus musculus OX=10090 GN=Colgalt1 PE=1 SV=2,1,4,4,4,2,2,2,2,4,4,2,2,2,2,4,4,2,2,2,2,4,4,10.9,10.9,10.9,71.06,617,617,1,16,0,11.251,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.2,5.3,5.3,5.3,10.9,10.9,24234000,1333500,1023500,640310,2757100,6978900,11501000,604560,690760,632860,557220,535510,629770,1,2,1,1,2,4,11,,,,1490,3035;5836;6860;7177,True;True;True;True,3160;6104;7225;7559,14852;14853;14854;14855;14856;30141;30142;30143;30144;30145;30146;35441;35442;37437;37438;37439,11177;11178;11179;11180;11181;22824;22825;22826;26542;28454;28455;28456,11179;22824;26542;28455,,,10090
Q8K298,Q8K298,4,4,4,Actin-binding protein anillin,Anln,sp|Q8K298|ANLN_MOUSE Anillin OS=Mus musculus OX=10090 GN=Anln PE=1 SV=2,1,4,4,4,1,3,1,2,4,3,1,3,1,2,4,3,1,3,1,2,4,3,7,7,7,122.79,1121,1121,1,14,0,39.85,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2,5,0.9,2.9,7,5,10819000,166880,655660,106640,2864500,3726500,3299400,0,193660,0,0,454640,469720,0,1,0,2,4,3,10,,,,1491,1402;3632;4615;7942,True;True;True;True,1471;3794;4826;8350,6762;6763;6764;6765;6766;17980;17981;17982;23519;23520;41347;41348;41349;41350,5136;5137;5138;13631;13632;17935;17936;31160;31161;31162,5136;13632;17936;31162,,,10090
Q8K2B3,Q8K2B3,6,6,6,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",Sdha,"sp|Q8K2B3|SDHA_MOUSE Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Mus musculus OX=10090 GN=Sdha PE=1 SV=1",1,6,6,6,4,5,4,5,5,6,4,5,4,5,5,6,4,5,4,5,5,6,10.8,10.8,10.8,72.585,664,664,1,31,0,74.507,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7.5,9.6,7.5,9.3,9.6,10.8,59309000,3701900,4630200,2691200,15923000,10960000,21403000,1346800,1152300,1482400,1359500,895470,942480,3,5,3,4,4,5,24,,,,1492,4999;5528;8721;9239;10388;10448,True;True;True;True;True;True,5227;5781;9163;9716;10921;10982,25617;25618;28489;28490;28491;28492;45213;45214;45215;45216;45217;47982;47983;47984;47985;47986;47987;47988;47989;54142;54143;54144;54145;54146;54147;54431;54432;54433;54434;54435;54436,19457;19458;21584;21585;21586;21587;33959;33960;33961;33962;36384;36385;36386;36387;36388;36389;36390;41156;41157;41158;41159;41160;41161;41373,19457;21585;33961;36389;41161;41373,,,10090
Q8K2C9,Q8K2C9,2,2,2,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,Hacd3,sp|Q8K2C9|HACD3_MOUSE Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Mus musculus OX=10090 GN=Hacd3 PE=1 SV=2,1,2,2,2,2,2,0,1,2,2,2,2,0,1,2,2,2,2,0,1,2,2,8,8,8,43.131,362,362,1,9,0,4.1951,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,8,8,0,1.9,8,8,11029000,1418100,1167800,0,440270,3992200,4010700,790470,703000,0,0,726290,487780,1,1,0,1,1,2,6,,,,1493,2730;3638,True;True,2846;3800,13354;13355;13356;13357;18007;18008;18009;18010;18011,10036;13648;13649;13650;13651;13652,10036;13650,,,10090
Q8K2D3,Q8K2D3,3,3,3,Enhancer of mRNA-decapping protein 3,Edc3,sp|Q8K2D3|EDC3_MOUSE Enhancer of mRNA-decapping protein 3 OS=Mus musculus OX=10090 GN=Edc3 PE=1 SV=1,1,3,3,3,2,1,0,3,2,2,2,1,0,3,2,2,2,1,0,3,2,2,7.5,7.5,7.5,55.957,508,508,1,10,0,6.0909,By MS/MS,By matching,,By MS/MS,By MS/MS,By MS/MS,4.7,1.4,0,7.5,4.1,4.7,7797300,190730,160520,0,2948100,1657600,2840400,122340,0,0,302430,216250,392710,0,0,0,2,1,2,5,,,,1494,3421;4996;10630,True;True;True,3569;5224;11168,16828;16829;16830;16831;16832;25605;25606;55350;55351;55352,12751;12752;19446;42059;42060,12751;19446;42059,,,10090
Q8K2F8,Q8K2F8,2,2,2,Protein LSM14 homolog A,Lsm14a,sp|Q8K2F8|LS14A_MOUSE Protein LSM14 homolog A OS=Mus musculus OX=10090 GN=Lsm14a PE=1 SV=1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,6.7,6.7,6.7,50.545,462,462,1,12,0,4.7538,By matching,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,1.7,6.7,1.7,6.7,1.7,6.7,27556000,120870,638650,134980,10876000,0,15785000,0,246690,0,1517500,0,1646600,0,0,0,2,1,2,5,,,,1495,933;8151,True;True,981;8566,4588;4589;4590;42402;42403;42404;42405;42406;42407;42408;42409;42410,3541;3542;31854;31855;31856,3541;31856,,,10090
Q8K2I1,Q8K2I1,3,3,3,Protein farnesyltransferase subunit beta,Fntb,sp|Q8K2I1|FNTB_MOUSE Protein farnesyltransferase subunit beta OS=Mus musculus OX=10090 GN=Fntb PE=1 SV=1,1,3,3,3,2,3,2,2,2,3,2,3,2,2,2,3,2,3,2,2,2,3,5.3,5.3,5.3,48.819,437,437,1,14,0.00053967,3.1585,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.7,5.3,3.4,3.4,3.4,5.3,8717100,156340,577360,268750,2343000,2035700,3335900,0,368630,0,555310,455720,466720,0,0,0,2,1,1,4,,,,1496,1666;2217;2454,True;True;True,1745;2318;2562,8112;8113;8114;8115;10779;10780;10781;10782;10783;12005;12006;12007;12008;12009,6167;8107;9008;9009,6167;8107;9009,,,10090
Q8K2K6,Q8K2K6,2,2,2,Arf-GAP domain and FG repeat-containing protein 1,Agfg1,sp|Q8K2K6|AGFG1_MOUSE Arf-GAP domain and FG repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Agfg1 PE=1 SV=2,1,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,8.9,8.9,8.9,58.042,561,561,1,8,0,18.939,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.5,2.5,2.5,8.9,2.5,8.9,26059000,1120200,1119300,880340,9282200,3444800,10212000,0,0,0,1000600,0,887510,1,1,1,2,1,2,8,,,,1497,230;8669,True;True,242;9110,1152;1153;44963;44964;44965;44966;44967;44968,891;892;33758;33759;33760;33761;33762;33763,891;33761,,,10090
Q8K2Q9,Q8K2Q9,4,4,4,Shootin-1,Kiaa1598,sp|Q8K2Q9|SHOT1_MOUSE Shootin-1 OS=Mus musculus OX=10090 GN=Shtn1 PE=1 SV=1,1,4,4,4,0,0,0,3,4,3,0,0,0,3,4,3,0,0,0,3,4,3,7,7,7,71.342,631,631,1,11,0,8.9231,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,5.5,7,5.5,13110000,0,0,0,5002700,2662500,5444500,0,0,0,501650,257110,445040,0,0,0,3,2,3,8,,,,1498,841;5177;5724;8654,True;True;True;True,884;5415;5985;9093,4118;4119;4120;4121;26593;26594;26595;29550;44890;44891;44892,3156;3157;20195;20196;20197;22397;33692;33693,3156;20195;22397;33692,,,10090
Q8K2T1,Q8K2T1,3,3,3,NmrA-like family domain-containing protein 1,Nmral1,sp|Q8K2T1|NMRL1_MOUSE NmrA-like family domain-containing protein 1 OS=Mus musculus OX=10090 GN=Nmral1 PE=1 SV=1,1,3,3,3,2,1,2,3,2,2,2,1,2,3,2,2,2,1,2,3,2,2,12.3,12.3,12.3,34.376,309,309,1,12,0,8.238,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,8.4,2.9,8.4,12.3,6.8,6.8,12466000,658690,402690,540790,4144800,2850500,3869000,468100,0,515870,434060,459780,464460,1,0,0,3,2,3,9,,,,1499,458;3686;5234,True;True;True,482;3849;5473,2225;2226;2227;2228;2229;2230;18265;18266;18267;26957;26958;26959,1706;1707;1708;13852;13853;13854;13855;20466;20467,1706;13852;20467,,,10090
Q8K2V1,Q8K2V1,1,1,1,Serine/threonine-protein phosphatase 4 regulatory subunit 1,Ppp4r1,sp|Q8K2V1|PP4R1_MOUSE Serine/threonine-protein phosphatase 4 regulatory subunit 1 OS=Mus musculus OX=10090 GN=Ppp4r1 PE=1 SV=2,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1.2,1.2,1.2,106.3,951,951,1,4,0.0078329,1.7024,By matching,,,By MS/MS,By MS/MS,By MS/MS,1.2,0,0,1.2,1.2,1.2,888750,68243,0,0,269750,260660,290100,0,0,0,0,0,0,0,0,0,1,0,1,2,,,,1500,647,TRUE,682,3149;3150;3151;3152,2398;2399,2399,,,10090
Q8K2V6,Q8K2V6,3,3,3,Importin-11,Ipo11,sp|Q8K2V6|IPO11_MOUSE Importin-11 OS=Mus musculus OX=10090 GN=Ipo11 PE=1 SV=1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4.1,4.1,4.1,112.41,975,975,1,18,0,6.2836,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.1,4.1,4.1,4.1,4.1,4.1,10204000,1199700,805210,493860,2866300,2149800,2689500,385610,271390,273660,334640,291110,278900,2,3,3,3,3,2,16,,,,1501,467;9799;10195,True;True;True,491;10299;10716,2269;2270;2271;2272;2273;2274;50930;50931;50932;50933;50934;50935;53125;53126;53127;53128;53129;53130,1730;1731;1732;1733;1734;1735;1736;38683;38684;38685;38686;40411;40412;40413;40414;40415,1736;38686;40414,,,10090
Q8K2X3,Q8K2X3,1,1,1,CST complex subunit STN1,Obfc1,sp|Q8K2X3|STN1_MOUSE CST complex subunit STN1 OS=Mus musculus OX=10090 GN=Stn1 PE=1 SV=2,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,2.1,2.1,2.1,43.485,378,378,1,4,0.0032228,2.0353,,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,0,2.1,0,2.1,2.1,2.1,1520600,0,238570,0,0,783010,498980,0,0,0,0,0,0,0,1,0,1,1,1,4,,,,1502,3971,TRUE,4143,19822;19823;19824;19825,15103;15104;15105;15106,15104,,,10090
Q8K2Z4,Q8K2Z4,5,5,5,Condensin complex subunit 1,Ncapd2,sp|Q8K2Z4|CND1_MOUSE Condensin complex subunit 1 OS=Mus musculus OX=10090 GN=Ncapd2 PE=1 SV=2,1,5,5,5,3,3,4,4,4,3,3,3,4,4,4,3,3,3,4,4,4,3,6.5,6.5,6.5,155.66,1392,1392,1,21,0,11.533,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.7,3.7,4.3,4.3,6,3.7,32006000,2282500,1983700,1530700,7672100,7288400,11249000,2047400,1608500,1770000,1546800,1538700,1689000,2,2,1,3,4,2,14,,,,1503,1201;1415;2482;8785;8983,True;True;True;True;True,1260;1485;2592;9235;9441,5791;5792;5793;5794;5795;5796;6845;12139;12140;12141;12142;12143;12144;45515;45516;45517;45518;45519;45520;46417;46418,4410;4411;4412;4413;4414;5208;9104;9105;9106;9107;9108;9109;34174;34851,4413;5208;9109;34174;34851,,,10090
Q8K310,Q8K310,10,10,10,Matrin-3,Matr3,sp|Q8K310|MATR3_MOUSE Matrin-3 OS=Mus musculus OX=10090 GN=Matr3 PE=1 SV=1,1,10,10,10,5,7,6,7,8,7,5,7,6,7,8,7,5,7,6,7,8,7,14.9,14.9,14.9,94.629,846,846,1,40,0,41.039,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10.3,13.6,9.5,11.5,13.9,13.7,128490000,7182700,8002200,4404100,34602000,29060000,45236000,3072600,2722300,2984600,3501700,3050000,3880400,2,3,3,6,8,7,29,,,,1504,1093;1094;1236;2898;3085;5068;7902;8319;8818;10949,True;True;True;True;True;True;True;True;True;True,1148;1149;1295;3020;3215;5298;8309;8745;9269;11499,5311;5312;5313;5314;5315;5316;5317;5318;5948;5949;5950;5951;5952;5953;14196;14197;14198;14199;15119;15120;15121;15122;15123;15124;25972;41126;41127;41128;41129;43315;43316;43317;43318;43319;43320;45667;57118;57119;57120;57121,4074;4075;4076;4077;4536;4537;4538;4539;4540;4541;4542;10684;11394;11395;11396;11397;19709;30995;30996;30997;32508;32509;32510;32511;34282;43449;43450;43451;43452,4075;4077;4542;10684;11394;19709;30995;32509;34282;43449,,,10090
Q8K354,Q8K354,8,7,7,Carbonyl reductase [NADPH] 3,Cbr3,sp|Q8K354|CBR3_MOUSE Carbonyl reductase [NADPH] 3 OS=Mus musculus OX=10090 GN=Cbr3 PE=1 SV=1,1,8,7,7,6,5,6,8,8,8,6,5,6,7,7,7,6,5,6,7,7,7,24.2,21.3,21.3,30.953,277,277,1,39,0,19.511,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,21.3,20.9,21.3,24.2,24.2,24.2,54130000,3197500,3729900,2388000,9874900,13973000,20967000,743540,890800,896290,1054800,1098000,1089400,3,4,4,7,5,7,30,,,,1505,59;2304;2545;2611;2902;4691;4694;5629,True;True;True;True;False;True;True;True,62;2407;2655;2724;3024;4904;4907;5886,286;287;288;289;290;291;11232;11233;11234;11235;11236;11237;11238;12453;12454;12455;12775;12776;12777;12778;12779;12780;14216;14217;14218;23882;23883;23884;23885;23886;23887;23904;23905;23906;23907;23908;29008;29009;29010;29011;29012;29013,230;231;232;233;234;235;8460;8461;8462;8463;8464;8465;8466;9338;9339;9587;10698;10699;10700;18193;18194;18195;18196;18197;18211;18212;18213;21991;21992;21993;21994;21995;21996,234;8461;9338;9587;10698;18196;18213;21994,,,10090
Q8K363,Q8K363,6,6,6,ATP-dependent RNA helicase DDX18,Ddx18,sp|Q8K363|DDX18_MOUSE ATP-dependent RNA helicase DDX18 OS=Mus musculus OX=10090 GN=Ddx18 PE=1 SV=1,1,6,6,6,4,3,3,5,5,4,4,3,3,5,5,4,4,3,3,5,5,4,12.3,12.3,12.3,74.18,660,660,1,24,0,13.829,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,8,5.6,5.9,10.9,9.4,8,21892000,1225800,3200500,792370,3777400,7761400,5134800,947510,878920,965950,674780,877140,848130,2,3,2,5,3,3,18,,,,1506,1708;2864;8559;9379;10319;10793,True;True;True;True;True;True,1791;2986;8993;9860;10850;11337,8332;8333;8334;8335;8336;14009;14010;14011;14012;14013;14014;44386;44387;48887;48888;48889;48890;53787;53788;53789;53790;53791;53792;56304,6326;10526;10527;10528;10529;10530;10531;33315;33316;37157;37158;40919;40920;40921;40922;40923;40924;42839,6326;10530;33316;37158;40923;42839,630,255,10090
Q8K370,Q8K370,2,2,2,Acyl-CoA dehydrogenase family member 10,Acad10,sp|Q8K370|ACD10_MOUSE Acyl-CoA dehydrogenase family member 10 OS=Mus musculus OX=10090 GN=Acad10 PE=1 SV=1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1.7,1.7,1.7,118.98,1069,1069,1,7,0.002805,2.1416,By MS/MS,By matching,By matching,By MS/MS,By matching,By MS/MS,0.8,0.8,0.8,0.8,0.8,1.7,1285300,90610,79084,48240,352290,282280,432830,0,0,0,0,0,0,1,0,0,0,0,1,2,,,,1507,1867;9916,True;True,1957;10422,9117;9118;9119;9120;9121;9122;51604,6891;39238,6891;39238,631,608,10090
Q8K394,Q8K394,3,3,3,Inactive phospholipase C-like protein 2,Plcl2,sp|Q8K394|PLCL2_MOUSE Inactive phospholipase C-like protein 2 OS=Mus musculus OX=10090 GN=Plcl2 PE=1 SV=2,1,3,3,3,1,1,3,1,2,2,1,1,3,1,2,2,1,1,3,1,2,2,3.5,3.5,3.5,125.77,1128,1128,1,10,0,5.0943,By matching,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,1,1,3.5,1.6,2.6,2.6,11422000,124350,165100,1478900,2018900,3519900,4114700,0,0,899700,0,875590,701910,0,1,1,0,2,1,5,,,,1508,2669;7672;9533,True;True;True,2783;8072;10021,13073;13074;13075;13076;39972;49658;49659;49660;49661;49662,9814;9815;30217;37758;37759,9814;30217;37759,632;633,532;536,10090
Q8K3A9,Q8K3A9,1,1,1,7SK snRNA methylphosphate capping enzyme,Mepce,sp|Q8K3A9|MEPCE_MOUSE 7SK snRNA methylphosphate capping enzyme OS=Mus musculus OX=10090 GN=Mepce PE=1 SV=2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.8,3.8,3.8,72.05,666,666,1,12,0,4.8052,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.8,3.8,3.8,3.8,3.8,3.8,1237400,104930,96647,67460,294210,296670,377530,36088,32791,35318,32059,35762,32098,0,0,0,1,2,2,5,,,,1509,288,TRUE,304,1412;1413;1414;1415;1416;1417;1418;1419;1420;1421;1422;1423,1092;1093;1094;1095;1096,1094,,,10090
