Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides A1,Peptides A2,Peptides A3,Peptides C1,Peptides C2,Peptides C3,Razor + unique peptides A1,Razor + unique peptides A2,Razor + unique peptides A3,Razor + unique peptides C1,Razor + unique peptides C2,Razor + unique peptides C3,Unique peptides A1,Unique peptides A2,Unique peptides A3,Unique peptides C1,Unique peptides C2,Unique peptides C3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type A1,Identification type A2,Identification type A3,Identification type C1,Identification type C2,Identification type C3,Sequence coverage A1 [%],Sequence coverage A2 [%],Sequence coverage A3 [%],Sequence coverage C1 [%],Sequence coverage C2 [%],Sequence coverage C3 [%],Intensity,Intensity A1,Intensity A2,Intensity A3,Intensity C1,Intensity C2,Intensity C3,LFQ intensity A1,LFQ intensity A2,LFQ intensity A3,LFQ intensity C1,LFQ intensity C2,LFQ intensity C3,MS/MS count A1,MS/MS count A2,MS/MS count A3,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
O35295,O35295,1,1,1,Transcriptional activator protein Pur-beta,Purb,sp|O35295|PURB_MOUSE Transcriptional activator protein Pur-beta OS=Mus musculus OX=10090 GN=Purb PE=1 SV=3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,6.5,6.5,6.5,33.901,324,324,1,3,0,50.593,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,6.5,6.5,6.5,3030400,0,0,0,1325200,0,1705200,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,133,2941,TRUE,3049,11542;11543;11544,8973;8974;8975,8975,,,-1
O35309,O35309,3,3,3,N-myc-interactor,Nmi,sp|O35309|NMI_MOUSE N-myc-interactor OS=Mus musculus OX=10090 GN=Nmi PE=1 SV=1,1,3,3,3,0,0,0,2,3,3,0,0,0,2,3,3,0,0,0,2,3,3,12.1,12.1,12.1,35.235,314,314,1,8,0,16.966,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,7,12.1,12.1,13205000,0,0,0,2843700,6190800,4170600,0,0,0,218810,177180,206990,0,0,0,1,2,3,6,,,,134,2663;4436;10773,True;True;True,2760;4616;11275,10404;10405;10406;17971;17972;44961;44962;44963,8070;8071;14113;35248;35249;35250,8070;14113;35250,,,-1
O35326;Q8VE97,O35326,3;1,3;1,2;0,Serine/arginine-rich splicing factor 5,Srsf5,sp|O35326|SRSF5_MOUSE Serine/arginine-rich splicing factor 5 OS=Mus musculus OX=10090 GN=Srsf5 PE=1 SV=2,2,3,3,2,2,2,2,2,3,3,2,2,2,2,3,3,1,1,1,1,2,2,17.8,17.8,14.5,30.891,269,269;489,1,14,0,76.134,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,12.3,12.3,12.3,12.3,17.8,17.8,26192000,548640,669910,346000,6030300,14013000,4584000,243600,509430,311120,375650,379770,355480,1,1,1,2,2,3,10,,,,135,5937;6254;8236,True;True;True,6172;6505;8610,24320;24321;24322;24323;24324;24325;25559;25560;33972;33973;33974;33975;33976;33977,18921;18922;18923;18924;18925;18926;19840;19841;26359;26360,18926;19840;26359,,,-1;-1
O35343,O35343,2,2,1,Importin subunit alpha-3,Kpna4,sp|O35343|IMA3_MOUSE Importin subunit alpha-3 OS=Mus musculus OX=10090 GN=Kpna4 PE=1 SV=1,1,2,2,1,1,0,0,2,2,2,1,0,0,2,2,2,0,0,0,1,1,1,5.4,5.4,2.7,57.922,521,521,1,7,0,39.077,By MS/MS,,,By MS/MS,By MS/MS,By MS/MS,2.7,0,0,5.4,5.4,5.4,17625000,1046600,0,0,6742400,6818000,3018000,0,0,0,332970,276270,183170,1,0,0,3,2,3,9,,,,136,1422;4043,True;True,1474;4200,5420;5421;5422;5423;16125;16126;16127,4237;4238;4239;4240;4241;4242;12624;12625;12626,4238;12624,,,-1
O35345,O35345,1,1,1,Importin subunit alpha-7,Kpna6,sp|O35345|IMA7_MOUSE Importin subunit alpha-7 OS=Mus musculus OX=10090 GN=Kpna6 PE=1 SV=2,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,4.1,4.1,4.1,59.964,536,536,1,4,0.0018116,7.6626,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,,4.1,0,4.1,4.1,4.1,0,4087300,304490,0,111990,1289200,2381600,0,0,0,0,0,0,0,0,0,0,1,1,0,2,,,,137,6183,TRUE,6427,25291;25292;25293;25294,19634;19635,19634,,,-1
O35381,O35381,3,3,3,Acidic leucine-rich nuclear phosphoprotein 32 family member A,Anp32a,sp|O35381|AN32A_MOUSE Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Mus musculus OX=10090 GN=Anp32a PE=1 SV=1,1,3,3,3,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,4.9,4.9,4.9,28.537,247,247,1,6,0,30.276,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,4.9,4.9,4.9,9063700,0,0,0,2893700,2954900,3215100,0,0,0,0,0,0,0,0,0,1,2,2,5,,,,138,1211;4261;4262,True;True;True,1256;4426;4427,4622;4623;17058;17059;17060;17061,3616;13382;13383;13384;13385,3616;13382;13384,,,-1
O35382,O35382,2,2,2,Exocyst complex component 4,Exoc4,sp|O35382|EXOC4_MOUSE Exocyst complex component 4 OS=Mus musculus OX=10090 GN=Exoc4 PE=1 SV=2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2.2,2.2,2.2,110.54,975,975,1,7,0.0014549,10.966,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By matching,2.2,0.9,0.9,0.9,1.2,0.9,1983800,601520,39746,106250,516340,472400,247530,0,0,0,0,0,0,2,0,0,0,0,0,2,,,,139,8171;9343,True;True,8544;9763,33699;33700;33701;33702;33703;38719;38720,26171;30221,26171;30221,,,-1
O35427,O35427,1,1,1,DNA-directed RNA polymerase III subunit RPC9,Crcp,sp|O35427|RPC9_MOUSE DNA-directed RNA polymerase III subunit RPC9 OS=Mus musculus OX=10090 GN=Crcp PE=2 SV=1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,11.5,11.5,11.5,16.683,148,148,1,3,0,102.27,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,11.5,11.5,11.5,11637000,0,0,0,3166400,4234000,4236500,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,140,3810,TRUE,3956,15117;15118;15119,11769;11770;11771,11771,,,-1
O35465,O35465,2,2,2,Peptidyl-prolyl cis-trans isomerase FKBP8,Fkbp8,sp|O35465|FKBP8_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Mus musculus OX=10090 GN=Fkbp8 PE=1 SV=2,1,2,2,2,0,0,0,2,2,1,0,0,0,2,2,1,0,0,0,2,2,1,8,8,8,43.528,402,402,1,5,0,13.128,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,8,8,4,24595000,0,0,0,8698600,11464000,4433100,0,0,0,518660,521860,0,0,0,0,2,1,1,4,,,,141,9431;10487,True;True,9856;10973,39077;39078;43812;43813;43814,30513;34382;34383;34384,30513;34384,55,201,-1
O35551,O35551,4,4,4,Rab GTPase-binding effector protein 1,Rabep1,sp|O35551|RABE1_MOUSE Rab GTPase-binding effector protein 1 OS=Mus musculus OX=10090 GN=Rabep1 PE=1 SV=2,1,4,4,4,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,4,3,6,6,6,99.523,862,862,1,8,0,24.502,,,,,By MS/MS,By MS/MS,0,0,0,0,6,4.9,7680100,0,0,0,0,2627000,5053100,0,0,0,0,225100,308840,0,0,0,0,4,3,7,,,,142,1791;2164;7896;7929,True;True;True;True,1860;2244;8258;8294,6960;6961;8431;8432;32644;32645;32763;32764,5413;5414;6499;6500;25428;25509;25510,5413;6500;25428;25509,,,-1
O35593,O35593,5,5,5,26S proteasome non-ATPase regulatory subunit 14,Psmd14,sp|O35593|PSDE_MOUSE 26S proteasome non-ATPase regulatory subunit 14 OS=Mus musculus OX=10090 GN=Psmd14 PE=1 SV=2,1,5,5,5,3,1,1,5,5,5,3,1,1,5,5,5,3,1,1,5,5,5,21.6,21.6,21.6,34.577,310,310,1,27,0,78.116,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,16.8,4.2,4.2,21.6,21.6,21.6,229190000,2874100,369660,444940,75171000,97624000,52704000,533540,0,0,2301000,2591100,2380700,1,1,1,7,7,7,24,,,,143,847;856;6999;8057;10878,True;True;True;True;True,878;888;889;7306;8427;11383,3206;3207;3208;3209;3210;3211;3255;3256;3257;3258;3259;3260;3261;28613;28614;28615;33237;33238;33239;33240;33241;33242;33243;33244;45407;45408;45409,2497;2498;2499;2500;2501;2502;2532;2533;2534;2535;2536;2537;22090;22091;22092;25844;25845;25846;25847;25848;25849;25850;25851;35614,2500;2537;22092;25851;35614,56,265,-1
O35594,O35594,3,3,3,Intraflagellar transport protein 81 homolog,Ift81,sp|O35594|IFT81_MOUSE Intraflagellar transport protein 81 homolog OS=Mus musculus OX=10090 GN=Ift81 PE=1 SV=4,1,3,3,3,0,0,0,3,3,3,0,0,0,3,3,3,0,0,0,3,3,3,6.5,6.5,6.5,79.284,676,676,1,9,0,106.03,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,6.5,6.5,6.5,17911000,0,0,0,2547500,9648800,5714600,0,0,0,0,297560,367270,0,0,0,2,2,2,6,,,,144,1567;4900;10629,True;True;True,1624;5098;11124,6034;6035;6036;19952;19953;19954;44384;44385;44386,4703;15590;15591;15592;34813;34814,4703;15592;34814,,,-1
O35609,O35609,1,1,1,Secretory carrier-associated membrane protein 3,Scamp3,sp|O35609|SCAM3_MOUSE Secretory carrier-associated membrane protein 3 OS=Mus musculus OX=10090 GN=Scamp3 PE=1 SV=3,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,4.6,4.6,4.6,38.458,349,349,1,2,0.0018771,8.7123,By MS/MS,,By matching,,,,4.6,0,4.6,0,0,0,1385400,1076000,0,309460,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,145,669,TRUE,694,2557;2558,1998,1998,,,-1
O35621,O35621,2,2,2,Phosphomannomutase 1,Pmm1,sp|O35621|PMM1_MOUSE Phosphomannomutase 1 OS=Mus musculus OX=10090 GN=Pmm1 PE=1 SV=1,1,2,2,2,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,10.7,10.7,10.7,29.774,262,262,1,4,0,14.044,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,10.7,5.7,5.7,5038400,0,0,0,1718900,1955700,1363900,0,0,0,0,0,0,0,0,0,2,0,1,3,,,,146,10031;10730,True;True,10491;11232,41680;41681;41682;44821,32646;32647;35138,32647;35138,,,-1
O35625,O35625,1,1,1,Axin-1,Axin1,sp|O35625|AXIN1_MOUSE Axin-1 OS=Mus musculus OX=10090 GN=Axin1 PE=1 SV=3,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,96.275,863,863,1,2,0.0018132,7.6821,,,,,By MS/MS,By MS/MS,0,0,0,0,1,1,300120,0,0,0,0,0,300120,0,0,0,0,0,0,0,0,0,0,1,1,2,,,,147,6132,TRUE,6373,25076;25077,19478;19479,19478,,,-1
O35643,O35643,7,7,3,AP-1 complex subunit beta-1,Ap1b1,sp|O35643|AP1B1_MOUSE AP-1 complex subunit beta-1 OS=Mus musculus OX=10090 GN=Ap1b1 PE=1 SV=2,1,7,7,3,5,3,4,6,7,4,5,3,4,6,7,4,1,2,2,2,3,1,12.2,12.2,5.6,103.93,943,943,1,33,0,95.152,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7.7,3.7,5.1,11.1,12.2,6.9,42838000,4933800,522970,1739000,12217000,19373000,4053200,1010200,512240,888910,462480,532790,272830,6,1,2,5,6,3,23,,,,148,3996;4885;5479;6188;6525;6625;7470,True;True;True;True;True;True;True,4153;5082;5693;6432;6786;6887;7819;7820,15953;15954;19891;19892;19893;22397;22398;22399;22400;25309;25310;25311;26671;26672;26673;26674;26675;26676;26677;27093;27094;27095;27096;27097;27098;30919;30920;30921;30922;30923;30924;30925;30926,12475;15545;15546;15547;17388;17389;17390;19643;20691;20692;20693;20694;20695;20999;21000;21001;21002;21003;21004;24161;24162;24163;24164,12475;15546;17389;19643;20695;21002;24163,57,892,-1
O35654,O35654,3,3,3,DNA polymerase delta subunit 2,Pold2,sp|O35654|DPOD2_MOUSE DNA polymerase delta subunit 2 OS=Mus musculus OX=10090 GN=Pold2 PE=1 SV=2,1,3,3,3,2,0,0,3,2,2,2,0,0,3,2,2,2,0,0,3,2,2,8.1,8.1,8.1,51.354,469,469,1,9,0,30.267,By MS/MS,,,By MS/MS,By MS/MS,By MS/MS,5.1,0,0,8.1,5.1,5.1,35695000,695890,0,0,26484000,2347300,6167900,302060,0,0,1090000,586590,643690,1,0,0,3,1,2,7,,,,149,549;1742;2543,True;True;True,568;1806;2639,2079;2080;2081;2082;6740;6741;9938;9939;9940,1625;1626;1627;5248;7704;7705;7706,1626;5248;7706,,,-1
O35658,O35658,3,3,3,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1qbp,"sp|O35658|C1QBP_MOUSE Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Mus musculus OX=10090 GN=C1qbp PE=1 SV=1",1,3,3,3,0,1,1,3,2,2,0,1,1,3,2,2,0,1,1,3,2,2,24.8,24.8,24.8,31.013,278,278,1,9,0,46.007,,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,0,4.7,4.7,24.8,15.5,15.5,9616300,0,110960,79853,2038800,4227100,3159700,0,0,0,0,141450,174890,0,0,0,3,3,2,8,,,,150,1354;2226;3393,True;True;True,1402;2309;3516,5154;8651;8652;8653;8654;8655;13336;13337;13338,4029;6662;6663;6664;10356;10357;10358;10359,4029;6663;10359,58,236,-1
O35668,O35668,6,6,6,Huntingtin-associated protein 1,Hap1,sp|O35668|HAP1_MOUSE Huntingtin-associated protein 1 OS=Mus musculus OX=10090 GN=Hap1 PE=1 SV=1,1,6,6,6,0,0,0,5,3,6,0,0,0,5,3,6,0,0,0,5,3,6,13.5,13.5,13.5,70.115,628,628,1,17,0,57.376,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,10,5.9,13.5,24149000,0,0,0,12387000,5419000,6342600,0,0,0,400500,336310,432070,0,0,0,6,2,6,14,,,,151,1552;1641;2480;5596;9820;11438,True;True;True;True;True;True,1609;1701;2572;2573;5817;10271;11962,5979;5980;5981;6323;6324;6325;9680;9681;9682;22889;40832;40833;40834;47785;47786;47787;47788,4661;4662;4663;4916;4917;7508;7509;17770;31972;31973;31974;37486;37487;37488;37489,4661;4917;7509;17770;31973;37486,59,448,-1
O35685,O35685,3,3,3,Nuclear migration protein nudC,Nudc,sp|O35685|NUDC_MOUSE Nuclear migration protein nudC OS=Mus musculus OX=10090 GN=Nudc PE=1 SV=1,1,3,3,3,3,2,2,2,3,3,3,2,2,2,3,3,3,2,2,2,3,3,10.5,10.5,10.5,38.358,332,332,1,15,0,17.447,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10.5,6.9,6.9,6.9,10.5,10.5,41166000,2876900,1303200,1345100,10816000,14040000,10785000,1086800,1621300,1374400,943140,962270,1301000,1,2,2,2,3,2,12,,,,152,5936;5992;10901,True;True;True,6171;6231;11406,24314;24315;24316;24317;24318;24319;24557;24558;24559;45505;45506;45507;45508;45509;45510,18916;18917;18918;18919;18920;19091;35689;35690;35691;35692;35693;35694,18916;19091;35694,,,-1
O35690;P63013;Q8BYH0;P70390;O70137;O35137;Q06348;O09113;Q8C8B0;O35602;O08934,O35690,5;1;1;1;1;1;1;1;1;1;1,5;1;1;1;1;1;1;1;1;1;1,2;0;0;0;0;0;0;0;0;0;0,Paired mesoderm homeobox protein 2B,Phox2b,sp|O35690|PHX2B_MOUSE Paired mesoderm homeobox protein 2B OS=Mus musculus OX=10090 GN=Phox2b PE=1 SV=1,11,5,5,2,1,0,0,5,5,5,1,0,0,5,5,5,0,0,0,2,2,2,16.2,16.2,7.6,31.621,314,314;245;263;331;343;399;247;325;326;342;530,1,17,0,55.749,By MS/MS,,,By MS/MS,By MS/MS,By MS/MS,2.5,0,0,16.2,16.2,16.2,81732000,236030,0,0,33565000,31978000,15953000,0,0,0,609120,534650,469330,0,0,0,7,5,7,19,,,,153,1073;5710;10240;10241;10755,True;True;True;True;True,1116;5934;10710;10711;11257,4113;4114;4115;4116;23318;23319;23320;42694;42695;42696;42697;42698;42699;44892;44893;44894;44895,3235;3236;3237;3238;3239;18113;18114;18115;33513;33514;33515;33516;33517;33518;33519;33520;35190;35191;35192,3237;18115;33515;33517;35190,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
O35691,O35691,4,4,4,Pinin,Pnn,sp|O35691|PININ_MOUSE Pinin OS=Mus musculus OX=10090 GN=Pnn PE=1 SV=4,1,4,4,4,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,6.6,6.6,6.6,82.435,725,725,1,8,0,23.085,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.9,1.5,3,2.2,2.2,1.4,9539900,963320,354200,272100,3054400,3906000,989920,0,0,0,0,0,0,2,1,2,0,1,0,6,,,,154,2507;6044;8278;8481,True;True;True;True,2600;6284;8652;8860,9768;9769;9770;24743;34152;34153;34989;34990,7577;7578;7579;19218;26491;27071,7577;19218;26491;27071,,,-1
O35711,O35711,7,5,5,Liprin-beta-2,Ppfibp2,sp|O35711|LIPB2_MOUSE Liprin-beta-2 OS=Mus musculus OX=10090 GN=Ppfibp2 PE=1 SV=3,1,7,5,5,1,0,0,7,5,4,1,0,0,5,3,3,1,0,0,5,3,3,11.6,9,9,98.752,882,882,1,12,0,48.311,By matching,,,By MS/MS,By MS/MS,By MS/MS,2.3,0,0,11.6,7.3,6.9,17555000,312530,0,0,8856600,5460800,2925300,0,0,0,179780,212520,171370,0,0,0,4,3,2,9,,,,155,3333;4748;8429;8597;9121;9350;10992,True;True;True;True;True;False;False,3454;4941;8807;8984;9537;9770;11497,13104;13105;13106;19311;19312;34776;34777;35514;35515;35516;37600;37601;38742;38743;38744;45821;45822,10182;10183;10184;15121;26920;27445;27446;29051;29052;30239;35912;35913,10182;15121;26920;27445;29051;30239;35912,,,-1
O35737,O35737,7,5,3,"Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed",Hnrnph1,sp|O35737|HNRH1_MOUSE Heterogeneous nuclear ribonucleoprotein H OS=Mus musculus OX=10090 GN=Hnrnph1 PE=1 SV=3,1,7,5,3,3,3,3,7,7,5,2,2,2,5,5,4,0,0,0,3,3,2,26.7,20.7,12.9,49.199,449,449,1,30,0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10,10,10,26.7,26.7,16.9,598140000,6053200,1937000,3662800,218310000,184750000,183430000,2130300,2055200,2592800,12205000,9296700,15115000,2,2,2,9,5,7,27,,,,156,791;1643;3844;8217;9063;10388;11430,False;True;True;True;True;False;True,821;1703;3990;8591;9476;9477;10863;11953,3021;3022;6329;6330;6331;6332;6333;6334;6335;6336;6337;15269;15270;15271;15272;15273;15274;15275;33903;33904;37382;37383;37384;37385;37386;37387;43290;43291;43292;43293;43294;43295;43296;43297;43298;43299;43300;43301;47753;47754;47755;47756;47757;47758,2342;2343;4922;4923;4924;4925;4926;4927;4928;4929;4930;11897;11898;11899;11900;11901;11902;26314;26315;28877;28878;28879;28880;28881;33973;33974;33975;33976;33977;33978;33979;33980;33981;33982;37460;37461;37462;37463;37464,2342;4924;11898;26314;28877;33975;37462,60,93,-1
O35841,O35841,2,2,2,Apoptosis inhibitor 5,Api5,sp|O35841|API5_MOUSE Apoptosis inhibitor 5 OS=Mus musculus OX=10090 GN=Api5 PE=1 SV=2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,3.2,3.2,3.2,56.784,504,504,1,7,0,12.063,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.2,1.6,1.6,1.6,1.6,1.6,5910800,605190,121240,226190,1504100,2666600,787440,0,0,0,0,0,0,2,1,1,1,1,1,7,,,,157,5402;7594,True;True,5616;7949,22137;31411;31412;31413;31414;31415;31416,17184;24524;24525;24526;24527;24528;24529,17184;24528,,,-1
O35857,O35857,3,3,3,Mitochondrial import inner membrane translocase subunit TIM44,Timm44,sp|O35857|TIM44_MOUSE Mitochondrial import inner membrane translocase subunit TIM44 OS=Mus musculus OX=10090 GN=Timm44 PE=1 SV=2,1,3,3,3,1,0,0,2,3,2,1,0,0,2,3,2,1,0,0,2,3,2,9.1,9.1,9.1,51.091,452,452,1,8,0,43.755,By MS/MS,,,By MS/MS,By MS/MS,By MS/MS,3.3,0,0,5.8,9.1,5.8,12209000,346660,0,0,3029900,6732400,2100300,0,0,0,232330,255450,206560,0,0,0,2,3,1,6,,,,158,445;4893;10253,True;True;True,460;5091;10724,1719;1720;1721;19921;19922;19923;42752;42753,1348;1349;15572;15573;15574;33558,1348;15572;33558,,,-1
O35864,O35864,4,4,4,COP9 signalosome complex subunit 5,Cops5,sp|O35864|CSN5_MOUSE COP9 signalosome complex subunit 5 OS=Mus musculus OX=10090 GN=Cops5 PE=1 SV=3,1,4,4,4,2,1,1,3,2,4,2,1,1,3,2,4,2,1,1,3,2,4,15,15,15,37.548,334,334,1,13,0,22.839,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,9.3,3.6,3.6,12.6,6.9,15,26271000,4153000,3393200,4131300,5688800,4863000,4041900,0,0,0,252460,244420,249720,1,0,0,1,2,1,5,,,,159,3329;3466;4578;8117,True;True;True;True,3450;3592;4763;8487,13088;13089;13090;13091;13092;13093;13647;13648;13649;18552;33495;33496;33497,10171;10608;14545;26020;26021,10171;10608;14545;26020,,,-1
O35887,O35887,4,4,4,Calumenin,Calu,sp|O35887|CALU_MOUSE Calumenin OS=Mus musculus OX=10090 GN=Calu PE=1 SV=1,1,4,4,4,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,4,21.3,21.3,21.3,37.063,315,315,1,15,0,47.234,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.3,6.3,6.3,12.4,6.3,21.3,31393000,1171000,801360,253750,3650800,13200000,12316000,342890,469880,0,390200,451690,755040,0,0,1,3,1,6,11,,,,160,2027;3968;8739;10387,True;True;True;True,2102;4122;9132;10862,7883;7884;7885;7886;7887;7888;15822;36054;36055;36056;36057;36058;43287;43288;43289,6093;6094;12374;27867;27868;27869;33968;33969;33970;33971;33972,6093;12374;27868;33969,,,-1
O35955,O35955,2,2,2,Proteasome subunit beta type-10,Psmb10,sp|O35955|PSB10_MOUSE Proteasome subunit beta type-10 OS=Mus musculus OX=10090 GN=Psmb10 PE=1 SV=1,1,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,8.1,8.1,8.1,29.063,273,273,1,6,0.00098961,11.382,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,8.1,8.1,8.1,6315500,0,0,0,2444800,1559000,2311800,0,0,0,108700,0,149450,0,0,0,1,1,2,4,,,,161,513;2293,True;True,529;2379,1953;1954;1955;8928;8929;8930,1533;1534;1535;6886,1534;6886,,,-1
O35969,O35969,2,2,2,Guanidinoacetate N-methyltransferase,Gamt,sp|O35969|GAMT_MOUSE Guanidinoacetate N-methyltransferase OS=Mus musculus OX=10090 GN=Gamt PE=1 SV=1,1,2,2,2,2,1,0,2,2,2,2,1,0,2,2,2,2,1,0,2,2,2,12.7,12.7,12.7,26.336,236,236,1,9,0,12.271,By matching,By matching,,By MS/MS,By MS/MS,By MS/MS,12.7,9.7,0,12.7,12.7,12.7,14979000,422690,113350,0,4535800,6013000,3894300,100950,0,0,237760,203710,292700,0,0,0,2,1,2,5,,,,162,49;6442,True;True,51;6699,186;187;188;189;190;26314;26315;26316;26317,145;146;20451;20452;20453,145;20451,61,42,-1
O35972,O35972,1,1,1,"39S ribosomal protein L23, mitochondrial",Mrpl23,"sp|O35972|RM23_MOUSE 39S ribosomal protein L23, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl23 PE=1 SV=1",1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,8.9,8.9,8.9,17.121,146,146,1,3,0,17.374,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,8.9,8.9,8.9,11430000,0,0,0,4099400,4858000,2472900,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,163,9092,TRUE,9506,37492;37493;37494,28967;28968;28969,28967,,,-1
O54734,O54734,7,7,7,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,Ddost,sp|O54734|OST48_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Mus musculus OX=10090 GN=Ddost PE=1 SV=2,1,7,7,7,5,2,3,4,5,4,5,2,3,4,5,4,5,2,3,4,5,4,25.2,25.2,25.2,49.027,441,441,1,23,0,43.844,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,16.3,4.3,6.3,13.2,15.2,9.8,30247000,6640900,291540,639970,8362500,11115000,3197500,731690,324630,329120,290140,308270,190690,5,2,1,3,3,2,16,,,,164,1352;5823;9265;9428;9458;11048;11402,True;True;True;True;True;True;True,1400;6050;9684;9853;9887;11554;11925,5143;5144;5145;5146;5147;5148;23798;23799;38134;38135;38136;38137;39060;39061;39062;39063;39064;39065;39180;46021;47645;47646;47647,4022;4023;4024;4025;4026;18513;29462;29463;29464;30502;30503;30504;30606;36065;37374;37375,4024;18513;29463;30503;30606;36065;37374,,,-1
O54774,O54774,4,4,4,AP-3 complex subunit delta-1,Ap3d1,sp|O54774|AP3D1_MOUSE AP-3 complex subunit delta-1 OS=Mus musculus OX=10090 GN=Ap3d1 PE=1 SV=1,1,4,4,4,4,0,1,1,1,0,4,0,1,1,1,0,4,0,1,1,1,0,4,4,4,135.08,1199,1199,1,7,0,46.96,By MS/MS,,By MS/MS,By matching,By MS/MS,,4,0,1.1,1.1,1.1,0,2594100,2058000,0,41410,223770,270930,0,0,0,0,0,0,0,4,0,0,0,1,0,5,,,,165,328;5667;6399;8506,True;True;True;True,337;5891;6654;8885,1264;23157;26138;35089;35090;35091;35092,989;17983;20314;27148;27149,989;17983;20314;27149,,,-1
